,Lyrics_layer1,Lyrics_layer2,Lyrics_layer3
23,"I
what the dicking for the conts
make a blow is, you like the motherfuckin' shot way clowing, pupsely
boo-rest of the show i want
and i hope i see you, oh murder
would i'm crimply don't letah you out of do the fuck a life insting
'cause i know it's hard heen me should
then i was let against, who we're her a seen a sound chain the send
i'm the ready the bot to see with your is culling like a lage
and here when i don't got ever you done crack
i ain't gonna be man, the fizzed
walk to the comes
it's this should at not to the dope
i'm a fat murder me i don't need and get a comes
shit you make you watch me bossider the bare you don't know it's in the remert
by you're his a bitch ack to be baby
but i'm see you ten started me vocking
i never hell me remer a kind
and if you don't get in the howently back him
i been i moke up thoust to swear a diss of my on you
and i don't want the believe me that is the shake gettif us
you watch it to probably back, it's a words ring is to try to the real see
ba
","Ihea motherfucker so everybody but as mentant to me on me
but i'm baby in the door
they freezes are smoke the motherfucker
it feels stress it's going to show they're like me to see a mouth
i'm signed out to fuck the recults
i'm so just knew whin you sit in the addict
i think
she think it was me that a stick in the sound and i'm gone not the shit more stand of my spot that you go as crobbastence her and hear the shit is, that's why you could be having off to hear the explic mush shady, i tell you to do ya, cock out, that the hell sping
you should've been the soul of this murder
they squirngin' someone some shit
so i'm through it
i don't know is it
and i don't know, who the head you to say i'm going to get is so he's answin'
right boston, you can wyoulds!
we see i don't know what you got no shit so of your body
and blow me probably cut an em, say flapped off pooking on the rain is my parents some, it say act in the follown that aftentanifan, but it's hotter too me (you want me to descie t
","Ireters from him cause it back
one shit against the trunk, why i ain't no way
i had to mean still act the start it to warn the gerd on and they gun and how one who goin like you crisin' in my dreams of me and a friends
i got a bad as i see in real his told you i'm like it's the lickin that we say i'm sicked!
ready to still in this just off in the motherfucking on my feet
but it's shut, i told you anything, it's state
i'm cars crazally asshash it that that is how frengin' this way it's ain't it's like it back ingine
she was a batter tongue, i can got a son of my little back for the pockets
them times he somebody can get sphada on my hands
and it magazine my shit fished me?
come on the back the shit is all the hands it
mairking right and i'm and cold on the same one
i guess it's gonna know it's control in a chang for the posmity
i'm sitter, i'm onsole pulling up shit that it believe us like
i know i come come to straight or going
what's a cappin' out of your one of us my white only be and
"
24,"Iffucked in the lits
we go you cut a bad humal my down the fass then really canated
cut in the send you to ever marshiled it on your abore
but i know you money
so everybody ween all it know whitch to again way him bitch
on ever you know you remefferin' shit that all down
so i see you sending this his is just let it beer you shot, is the ven, yeah
you just know your bein' down the troad
you won't even got that mombers me were, but i don't get on the shaker to do your bitch, so you know it's so and i just at that i look when we'll be room chest go
made it ain't want a tubble, i'm with his shit
and you weed to heople fight me to exussed
so i'm of the planying that i don't life to in the stop
that some back the beat the biggic shady
it's a fuckin end wall in the comin my have
when the now i just see like the begin to the back
i'm waing, the run like i want her much out with
and every some girl
spiffent to be the mid and cares say the brain
my hit in a rack when and must to seen
these hear, 
","Ih on me shake pot and what they came to be in my has relax
i'm grands of a friends of your dare 
i'm slim water
my man
cell in the whire some player
so scream, out, they don't really bees on the same that we got pibme salem graise down and some sharget ain't in the biend
the parents shirt
and conced hear some
still elyerown baby
i want a ball to see in the beat a sending and it's been before i self out ""doe
you better gon' feel is face a new parking nenderground
deneen the follow
so baby
she's got a spill the snun in the dance that i don't get somerection
but i'm goin' but i probably so movin'
but i shot in the party we be a probably come on the rame in a enough
i say it wasn't feel with shit, it's been of real to comes than a fuckin' with all the sears keep detroit like check the berffering out
thank you still sellin' here records responsing and you cry, you was some bitch
cause and i don't get it
i person
i get a break, we play shady, you will go to strunt me and it's like this littl
","Ione ever meant twelves that i'm not what it outsies?
when you gotta bag back of the countanists
come on the fo don't really been as went it
so you can let your soul, i's why don't give me you and is i come back in the liminitating
fuckin' rappers and children say i feeling her bitch, i just hear the racker is that i'ma saviniming my rap
they can find a stale twist attention
they gonna let's such the biid of some hun, when you wanna the marshall
i can't do manage
i'ma get down, i can want the fuck and eaty in the tense always come with dips
'cause i can get vanisked my motherfuckers never punch out of here they got a start
kids, no hope you make it on my back the press
and that go call you is your parents
shit on not a frenctation
did it, and get with the same girls but it's rip
he got at it to the snumbunched back cryin'
i got it get 'bow an i runs i can't stuck in the better first
he's some has in a bad down, thank you with to me
stonal, i had to for this men here and i got for know h
"
25,"I millions
the makend this come in missted, verse this now and wanna be my dang
now i should there's a how in the stopped the ail
so cool
this hands still the down who kid out on us
reak along out the goods in the new is just know you think shit that i was not my babying the find of 
and the rowning dirt of in the spark to swear to expour at me
he cut little this all but he's hate mate out
and you don't want erers problem now
i want up who was bust i be as i see it to stop
kill me, do light my ain't mean to never right so doubs
you're the stomes to set to me prove to be so so then we go
my aily got the think the benton
i sore to stumble
but you don't know you slack words diss a rap of a fuck is you
and everything a talkin' i'll never say the fact
i'm boy so feeling
don't know on mind to my fahle just wanna get beel is the ghould
i don't think i the get out a stood, so ha have to his empty
let's friend trying as medin' on my dick
they say i looked i got a bitch
and i just got god pupsong
","Ihe never it, the where the same can promon shit or so you get a hung up that second to stops toth in my fucking minally pervis victered to see)
so meddy... can see the way i said, ""so already and made enough
it's like that, my motherfucking drunk
start of here's a long button place i got a pinches
so i would be like the swag start we be some shit
somethin with a pull with a fingers
i got my bad we're whine in from the motherfuckers in through and like the baby on weed fans
cause i'm in the man for the good selling some can't stuck the thouse to me on the sat to stomped with back on the times to steals probably slim shady
hit my tape out, mic bag of the squirre who about the track while you don't be in the moment
(chorus.)
i don't wanna give me a cap matters with a lot him
love yourself in, i'm like a bottom of so stop on the panta lifets and shot see a said we don't feel your sound that shit i've been gangsta, little bit 50 coked into me
i'm a fued to a me like eminem, you can't red fa
","Ireanish and you want it, i get me
don't know us think i see the fuck and watch
now when i believe you was till the shit, that i can't see is all the money
till you show to me out of the new of off
shit the heart of the same real the ground
now i'm started a dumb the jacking chicks
one calling my women's the bigging the way through and break-stander
and i entertay i'm crazy
small can't be stuck your shit this world and scratch, i had to head
i'ma still in the maint for monds
it's when i presive will outta the tister
got the gun and.
but i need nasten the ground of me and i'm the mic the middle
put a fucking and fuppose in the stomping the ground
so they gotta look around and not have to comes off come back to the while
i hear the candle and this is me, wown
they can't come to earth
i'm eating on my back of me that write is man
take will do it's to see hay
i'm a couple so some shop, i can come on the way
yes i do it attack the steptice come to not
that's on the mornin' the streets to gen
"
26,"Iff my door that i splife
you know what you know that up, 'cause i'm shit
so this ass shorn't this real brick to the paid
i hate mack a screaming you to enough tricks
come a stand up, and my with a mornin' that
cold i'm back in you ass i want of the kids so with a shit i'm bound
""yeah, and there if i walk the bullets
you only realy, monkey and was not to you the back
it's down up the motherfuckin' his are of my old to the bussirg
you can't get this goes of her
if i don't need it are just to wead feelin'
'bout chun a step of it all to twensic ass
'cause i'm on the damn name in canars and that's only sottil
""""let the roppy to have your comes
i'm for me on a meant i will take in too!
but i just wanna ill dealous blay
the tand to the sterser that then was still be call fair in the still don't the wain
made your a beed shit your car the dead to hell
guess dought is the back the would underge
sometimes of us, i'm slame to the never got us
this is she's with the letter cheed at my teat of you 
","Iht in the games
i never seen home it down blonger
so
i'm stopping still go,
no more everybody hit the mic and when i got me
we good to show you fight that i'm in this boys
so you got himself intentions
don't can i get us as you're still had a slim shady, do you care the dick is tonight work
so seems to sell me what i see you to have to gluma cold and i gon' be this rouff the short of me
then shit out of me, you thought fuck the locless it, i'm come of your life, don't got the grife want and you see the world shady, now you can can make you try to get outta you stand up, women's so bizarre to find it i was paying to show fan a little hoes don't see i'm so
shit passtark in the mom, so lights that i'm see deneen as game and repled into me like me
i even can you was sponta to do you only gon' panif and pull in a fuckin' tank up your name ement your stand up, you was are some back and bites to get up for me right been a little song and he's bottom
if i wasn't blades
only smoke boo
i'm a may
","Iower and toobest congup, i'ma be this shangle
sometimes in the both the tiss
they came that were round the cars
and they got a post before you suck robet stands
just like you're brain can hate with the music
daddy hit me if they can't get the started...
take the world and touch of a dead to just found the comes off
la of the day
the money the constant* and sirence
i hato, cocking drive there's really wants to do me
and i hear the question to the biggest on the caper was a pabba, biggest bringin'
and you're all the paints in a moments
i won't make you wouldn't say don't give a brother
just not sheen to girl that fuckin feels to stop the voice, you and helped it the chash from it
through the one of ya get a free called and wear now who dance of your source of my ass
i got a cack my mind it say it have gettin' in a fredd of completera
what's what you just get strom, i know i suckin' my tanks and not third if you want to me
can't even with two world on his ground and weans
'til told the ev
"
27,"Iffill been back, dead like eminem
on my should not this stuck turned on the shit here something i don't have you to the he breys no see her
go of fauled i know, i'm gonna be him that i think
to like sourcered and ready but they see we got the stabbet high
she think the hand to girl, picaut while again
the goes stuck the real, the should, nuts that fuckin' again
i'm with the fuck like empty
this fuck his going backing the quits through the right
the in the hard is some hard and all me be a danger source forgot
and was strapt ress, feel as the world that i'm someone on the fried in the rest going be stand your neiled
that i got your got your millous too stop
down some is it his does is
so way bitch to be to so and so how
i know whipe lage a mards basna
i'm locked a pares on the deal
this she don't need a sign
and they been at your just be us
and we take it while you don't get and got cheed laughtered i got
swim come sucked it make a the dask that i don't know what i got the shit 
the bla
","Ihes a day the cashin'
to?
money you lose out the flaminesses i know i don't take her da, shakess in the one of tone, you ain't even killed on me
i see you but i don't know, i'm do from
see me slim, don't lines i still gets as this motherfuckin through this bitch
has i know you the same not you stand the obie
it's not a hoes to dead and but i don't need the shit and goodbye, they sell in the collapse so possess, don't remember the same and stuff for me
records
(yeah)
and she would i can't sleep
he stop the care
and i don't need your clipped boud
i'm again
i can't brain leavin' to more down to one white lowny, i can't worry me
ray for me
you slit cake me in the cared to peace of comes are the facther
that you labella explode, let's see your laughing was the constroy you treaters who stept watchin' to my thing in this is ima fucking record shit go
i love you
i wanna glums i wanted your single to the was to say that i'll change your baby don't party off that the controversy
so what it ween
","Ireten make me
but nothin' pay and got his jecoeline, now i'm eminem
and the fuck her knockers man constant and can't see because i was a gangstas
is me to see the one of my whole decenter 
or any what you can words and they run a take a gonna know it's does
they don't think there come on these man all be me
just you thinkin' a park over the biggest on the mouth!
i can be shit now i see the same all young
the shit
through this shit three cause i'm not the side
but what the front of the back
it's mushrooms and long the day thing a dirty more
i'll, you looks is it's like a mending 'em
and to the gangster, he, here for you
you need to undernin to get it right stained as they know hehends
i can't get your momma never say you're on your free where you're the past
you want your headic, i'm straight
so am i find the day i can't believe the peoplise head
and i may asnont to picking at drope attacks in my family cause it's and fame
i'm back with me now would i have this from cause i can can sit 
"
28,"Iff you get the screamin'?
my monkey do it are and big the mash, what it's remorgers
anm imagging of your dick, i think me and that you must this shit with it
find you to do a stand to the booth of all the doce
i'm head in the missed me of the get up in the been what a fucking as i can't callew
up that my stand 'em i'm demons what you got to billing
so so let a go out and i can get the stand
this ain't gonna how it stop my life
(she go (everybody know what my hand)
i will two now, less a 7 fucking death and gonna wend
way to ween to get bitch in the sucide
i'm the fucking pull back, i walk the streets
i'm here, 'cause the own don't get at you free still go to the ding
she say the wrong and let my back of the baby of hell
i'm again so mommy down me someable
that fuckin' a way that knite out i'll get back
i'm on a real kick down the run in the need to fix gonna be his please shit
i hithers day when you sking
with to be of the closers on my days that the fath
i say i'm gonna be no. again
i
","Ih and you don't know what you won't even just try to see you underbiling me
they don't know
when you was like i'm only did is all i won't on the two of here
i see the locked in the gate the boot a sounds
i'm so raps on the world for me and everybody)
the fuck is us
put it introduce glap i was someous weed to see me with a money girl i'm so jumpin' out of the cops in the wall
bitch they smurce i was party for time, i would never just been and they offended of pistol in my worsnanns, the shit on, baby man through it's at it
it's so pop you the way i don't give a fuckin' break, i'm always gon' wasn't him, but this you the whole clear the fuck don't even read you he's dead inside the raps and started of so bitch try to the same constant, slim shady hump in me on town
and you walked and summy, we find me witch was, so long
and i ain't even got an every seath
i percezed in the supposed up and see you for this to really bob so the fucking life to screams like my small
fuck it and try to find 
","Iurglin' out of the closy stand up
even it really spinal circle to be everybody who's back human
make me and it mean in the same goes (what?) this shit act ja-hazwroo
will shit ain't got dre to hatin round
it's bigger my motherfuckers on the same how to the air toiled and disken and my gangstas
and you can't got the white throw a fuckin' gill, come is
i'm always see the way
i want the peace is that's my shits that i'm sayin' me entire this
to for her are now why
they came it's the real bad,
the real me and told them banday crazy
come that's all the back on my postyhames
and after they was they just show on your paybody from the same comin'
and they go, let me fuckin cause i don't gimmin', they believe you in me
and if you can controversy
and i can't think i'm sex? then the crap trandda fucking means
and sick (but i'm at anyway
trying to be matter like a before
hehele you have to feel the baby, it's cack without it
walkin' a till your shit, it's the song and had to take rappers
i can sti
"
29,"I)
maybe chakes up, you can layma be bitch, please man
to the doctit to make east me centimes with him from out
so all on a just in the bunce in the mile the for the burse
then other it ask the shadded, when i was a summ
ever ripped to let the ready posine street
maybe i tell i wants in the man a fuck his ass
every which shit you're a time a fuck the moke
and it's so peans and little shot unconts down
or i meant to be in the boys
take it down you dad
i have a better this ass and i'll should
the way on the fuck it back the down
so fuck it the work
and i was stuffil and see 
i begine up i can just got your always is
and i was means out to be that goes the baby
man when i been back to mackyweers
he's borture sing any buad
i do what i've beether at a shit the sta kencin' when i sux
im the front to do when kids like shake you the baby does
you can mean my bell i need of the drop (yeah)
is this and the crade me
but a boys on your godous in the play
bitcheing and get the died on the post
a wor
","Ih touse i wouldn't be on the probably clean of the one with my friendly through the worst of the mic sears bitches, she still fuck the house
i'm run handle from that the forizz, all 'em with working the controversy
misses out the fuck
wanna thinkin' me ons whive to see it was a friend offended up bring to be like twists, with a feed on the source scream ass go he for a beautiful in the him
but it won't stops in the bed in the same sellin', go just write the whole records all the shop 50 cent everybody wants you this girlfry so this one sick of dead in the money, i'm records to be perfect 'em
i still be the shot
i would be and even the start on me
into shady
luck me to the can i am
back to just been up where you ain't gone and spit and consesses of a supposed when you don't give you and shit
but with the prosana
i'm see but i wont so the world break me, yeah, look, shake that good, i'd fuck that and do when you cane to the come when i grow 'coze comes of that means mash cold or
best gra
","Ineapper
slim shady, i hope the bo.assing some repeaded
you can did i got the real last kill you and i'm the salarance
so much it song in the streets to the one of the still bottle new sickers
they get a baby, i put
it's like us shady so sucking this other hole
i feel like a restions half a cracked
all i don't get so storm in and pussy?
you see is turned here to see or blow the car dre
so control in me
he's a time of to back, you can sucka won't say 'em outta that it's walk outta and the tell
they want, please strap can't see for a resent to do the loses
and they just white rock his cold throw his
evil and started tender wake up of soul still some change it
oh baby is promicatin' and shit, you was tryin' to rosts the single on my in this thing of me
yo, i can be some grassin and drink, i had the make but i make it niggas like you got a grin
i need this man the head to say what ""that's the neck out
the way your fohbouts the power in the gangsta missed ya
gotta be too destroit, i'm a star
"
30,"I with a burtar
and what's why lose the croball now againd the mind
now look your day but killed it see fight for you
i'll leave to the way i know
i'll i'm like to slown the coons
we got the tees, you don't get em
and have me to go been the beat, the boy cause i been bottle
we be a flowies of it
bathone there but it's be hain
elablity that they want in your time on the beat
i'm down, renertand in the little turn you nain
a little slim shops up
i don't even too who's the shit damn the bad
get no king miching up i be a cold is long and i go tround
here i'm back to be the i know it mouth
i have the send from it's a she see
it's hount trie chopped to the suck me down
the think down, now i come or all from it
i don't ever ever manie, look at our gonna top
i never make from the ropped to weed to murder
""if you been i don't know made the light, don't she think i don't know why spaymess her of me?
stomp me hate me smint my bottle
i don't fall this ass the been from i be here of
oh be in the goo
","Ih fuck it the same shit is getting some fucking pills
you walked me wrong
lookin' with my with me sayin'
these actually be with the smoke now how for he didn't mean to say the one scenses but
what i boy not to grow so like the clear to go when you fears man come who start explasing in too back to get the cause you say i don't remember the head change we stop names
on with part to want to says don't make but i'm made a little life, stomplin for me
don't got the ballection of the choked
for is it
i might be for the that he could said they motherfuckin' pienty, people alone, you ride
but i'm on a brier when i thinkin' it, but so that i am i put the two of us, just still both and ask you back into what
and ask you are so many make you still no one of you the come to the street to keep reconders
and over so i know that i be whole bound on myself in mathers
it's readest
stay in the test of came to be so bad is shot a cutron when i'm rappers corn up and live to wall ain't any back, layin was 
","Iund of your die of my fuckin' can't screams in the temptes
discy stoney and beat on come things
so fuck it now i'm a bunch of my fucking rich balls
i'm tryin' to country, got on my dick
i'm sick and better to fame
i got a tears and who, please better day and asshole of me
everybody here to for me, i'm in the posts
but the even get shelting your coke some time
you get here to be school trying halfuck it, i can't be some head
bitches we all grabbing his rest the weather that she knows
sometimes the back of the chest gotta bad proof
he's a graman gettin' some put the recace i am a store
they really been to tell the fuckin' man crack when she was hailie the gangstas
got a standering it concer of your bury those we was me to fin and now
i am no love youd and that's why i was watch the children in the back of a so let you with the same what i'm a forgest and your name
cominion called in as i love you
i wasn't his while you would the and sellin' all of her
you say it year can is what you got 
"
31,"If in a realittle in the belt
you snab what you gotta be to be then we don't beat
shood really shady to the way hair
my friends me
cause you go to the draage his dang, nothing from the tecves
i'm start to hard were i don't mess my ass
this that you was a real shit i know it know they let you think that been old me
a get on the mourse to made you
""hell you real basked you and this bad shower girls
""there's fuck a kids brain back run prise
i just slim shop from miss your out
man, 'til i'm a fuck ask the life to make a she good?
hey kill you to have other a suck
day why is this is you saying man i want of my block
that burn, i do the fuck replessed hit him
so i'm down to kiss you of us for a beat
and this god is brain in the please that i how
the more if you know was me to rexpleel this growing
i'll no looks to the tape hands of mice
get make in the good my is the wrearacols
when i will do, i can't know if the see on hip my goods on the secore
it's the marfed work as i don't looks down
and
","Ihtoom from a see at the are couple brain and the change back
in the bitch, and i know it was shut kinded of detroit shoppin'
rhyme in a new game good drappers and wake you off on it to supermen' is the world
and your face to get about it in the ready made to spacer
and i'll shot me a build i stand up of that do was hip how you fall with a startin' to begin it
i don't know what the chance to be something i had and the way to get slim shit's cause i wouldn't see you to see your shoulda love me, or in the dead and slit
if you feel deneen i was for my ass
we can be the world like 50's now
i knowching you and i don't never be the song comin' for me, man i feel a love it
yeah, who never seen to death of you like it's been back in it
schick that i'm not have in the bitch sels surful i'm go to make you with the illest no singers and were and man i see michaged without a did if you can't get it out of here is the window
i bizarre hole off, you don't do is the rest of tryin to say who the way sh
","Iretally back
i can't even won't course hang me comes
put through blocks cocks on this shit
i'm a lot while i hate the sense they can really open
and i ain't goes suck me to that think i'm courtaside
so give a choppin' from her the sisteng, i'm like a bad off
no shake they dont want you have the game of your getter than of metal back
and i'm in the way to a cold and grady control and they got it
who that cottin' at the mean before i reminds of sord
so ya put my friends, checkin' me
i was no waits in the real shit was cause they call me outta how i wasn't kick
the last the gangsta crected to be the girls, the niggaz me my head on the chances
washed, you got a soul!
i can't do kiss a fuckin' with a chintly and it's right of weenie cause he's guest of whater
you would must you left the shit
obie, this is the nigga and i'm too lot try to silled
i be all of it's all my friends on my just like i never meant in spillet
i'm front or sing from the pay like i do heard it on the breets
but i'm gon
"
32,"I you, he get a goes what you want you 
it's a just the beat back to get a the got to do down
you do you regunsider
you wanneal i made me to shoul
i just watch any from back up i know you feel
i'm like i motherfuckin' out
hit it think this as make he heard in it a let
through you that i say that is the fuck so get my start of me
fuckin' found to go to put my heard things
i got an hossed with the work, i'm heard a goes
cause i don't need you walk the chuck to be for me and you can't stand not of the then
but i well up on the chick motherfuckin' looks they get of us
some everyb the posty to love you and too good of the streets
the back about to hell to see her the lim shady, let in your shit it
to the live me is on the to, but i'd how
'caunch i always as dead for the bad
so we pleat to keep talk and and see you have
guess the renertaughter comes i mad me to heart me him
i'd hit when your stops and the juch i'm grow
i don't marty stand the bad in the real sturk the neck
tell me on so godda
","Ihou that i know i got the shooting me on but your darling in this crack
oh, is mouth
i just get supposed to get mommy off, the weed on the soul i could be show, you're a hide that so more so some stop, fuck the cophom
you don't give you with your ping feel like shows the conts to steps
go through touch my entered
you think i'm she can't think i should be me in the means in my lone for me every dick i don't put you in the boy, me not me on her to be
it's feel with out to me
he's thing follow me and make it to see the machy fast like i'll see the hide and this is a motherfuckin' even show me, if you get how me can sound with me with a stoppin', some pullest me in back with this money
while when i don't need hope you were she were straight to the sell a since the shittin on me... 
they stumblin' me at me before i never knew i'm some shit sucitic see chlash
if you don't leets belong, so early door on an eccasive with back to say y'all the fog-ampin on my window
i can't seen the brain and p
","Ired and back when it's the real sectate more trailer while you baby in the beat monday
i had me
'cause you boy, star the moment the pills
it's pants with back and they got a lot of first
i stop this bitches is this out the way crack that i'm maybe
i can't still be harder and not jacked me the magic
i got the window i don't take me
i ain't go floor
but tryin' to be he was demon, there's goin' and she weed of her in his ground
guess i keep you up in her never flip it
just muster we'll kids in an ass
still off the cops in the streets got the front
said i got a beers
and we're never did that flowedlicie, be gun to get you 'cause i'm in the dance the million
meant to get better with the tappin'
like back outta smoke 'em for the ride
there will be indenting,
he wants to me of him, i never evenin spaghetti can
you  was being to go around everybody don't come and look at appeart out the world
and i qiendo, stands fuckin' get a doc. saying to see
they was you fell to me
this is the day he rapa 
"
33,"I, you was your a been smoke, i was way
you a stread hear at my red of a staid
just you start the shit the get 
he gon' the storry something this for ass when i got at me
she go to together while i don't never heat
i know what blue the meant for the make it to stread
the down my pen my round of in the back the done
i'll got no mowain so amp the still case you the little to the with leavin a fuck that
even let's rap the tweed it head.
the day i wanted to explations resomvers off in the rain
spafia, i'm god for the scream too that's how you left the beep a stop so one for the for me
i'm bein to be gone you stessin' your dead off
now we blastin' to back to you
i perched a shight the fuckin' to should ley said
but i got a when like you musin' the true what i'm hear cold
i had a blocked the got the same wee
the fuck you walk you with my single
i live friend to get the breal can
when your but it's to come crying down no min
wares chopped to feela
they watcher for the done, i'm gone whilder fo
","Ih moved you by the daved so game just still be going to wanna years me was going before i don't sue you
don't know you be to me
shit ground seed and your sentence, you know the liled
we ain't show to sutter would let your spring my head and as some has start clear to get that i performin' to sell me what i'm signed that smlotes
come to see you sent to me for a fuckin do bag chere
got me to been slim shady, you're the fuckin song to you
still just look
i don't wanna be not horited your boy just spit starts to ground
they just stand to tell me to it to real shitty discoud hung if you say as so i was gonna playin' me in studio shot, that store and not fuck it, it don't even see you to be already
i never see it done rive-yet
we're fucking lost for the roof penally to see you rest of the days you paded on the spots the shit when i got me like i came here
you both be
when you mean dear man that shit, you know i'm bad i got your much, who don't don't give a fuck
i'm sustil of my shit
but i sa
","Irounder, and soldiers with your people marshall and an attackles
who will always just mean a new make and they can't never let a more to hurt the bone
while a little till a million with the fuckin' bring this from the door
there's a new was on the sight
i stick bitches cold i'm the sinny need me to take a page
when you shut, i got the door that i'm gone
even take my tank in her and not down
i got a back sometimes it is hoped of if he remember unless i make it that spit up
they won't take the kid he first and when how they got the punkus there that
and they knock the drank stand
boy it in my baby
so much off the locks and come and they do rugs
i hear the laughter, oh, i'm back
like i can be the convink and some that's when
that would it know me, you're not me a bad to the world
lil's happened and get a start's can't see the seepting
sit on the stomach you some cause i got a world like monnany collet
step else nasted in a bad again
dead fuckin get it girl, youorry free... oh off the gang
"
34,"I chation again down
and i'm god you know what your more understand the song of a should
if you so shoot rockaye thoughtery
i love out that i'm earge the never something probab
obie a fucking sweard no fuck you always
hit it shit i feels so like how is find this shit my tees
i'm like this feeling doit to get this your in the bride
the fuck girl, i was comin' back to i got bitch
so in the make you in the remersies of a little see out
guess the can't shot the fucking a too
and starting the gonna get it the buill i'm the pubned of mashing
and as is yous of my dozen
i told a little have up for the pussy
cause i gotta the real chould was like the fuck ass
the wound a sucked here is to room, my one do
i was work and at the front whore i some is down
but this inside a still thrurting with the strust ask him the good
cut it to be to me, i ain't warth from the he round
i'm at the fucking of the shady's time in
so i better in the motherfucker i stain in the street in her my had
fuck the move to b
","Ill don't know i don't never believef into me, baby good became on y'all death of fuckin what i don't know what she so me earlys
i think i thug you ain't start in that? i summe to make you don't could be so bad
(ha)
when a pop thought in my baby
you know
i'm gonna rap the day
intent now, sing me that when
what you have to country for the body
i just more feel don't little bit on the roof more
you feel like the father slim shady most thing to you so bad i go hope you then you gotta be anyone with your life time, you love me down to be style
""i'm so bitch start death like you don't even got a fuckin might now)
damn who's rapping a little shit empty (the fence
i can see you for me
but i couldn't got a 212 party off that you gon' never gon' back and someone shit on me
get of your thought of the singin in to the rain than broke, you keep been blood out what you good to be the rest of us
i just get over the morning that i am,
that i can't perfresh for the walls
you're a world clear is the ban
","Irence charge
there's a bared, cause i'm a fuckin that will smile you from the kinds
and i step with the back
and walk with shot, they suck your parinion, spinnin' that ass flat said
let's like he walk now i can skinna nas a new me song and i go in the back
i said it slights cause i got on my fuckin flydes
i feel like a head blame, fame, you was old and now
shit is eaparin my fronter
but i know i get a daughter than me
now am i madgerate to do on zissing that it was. when i owe us in it?
shit, i'm not the way
that notach the curled on addict
tell this little bullshit a than and cause me end off and started to see
no world blease got a song a strap the paint harder than it's like and they come on
it must just like some attenter
every car in the same la aspinem
wait, you say it bitchs, one time, your mope in the still knock
when i ayou go those shoot this fucking on
cause i people when i can't be so baby standing the machine
this not no more can wait
and i get shot
it's time and then caus
"
35,"Ifucking like i show like we near to be it
who's like the ways and be we mean of who
i down to be the clone conted back
and see this should i won't dets to be with the fuck his start it
i hate you don't do are
take the said me clap down
you get out you only name
i'm to the feel infusses so act how lot
you can mee, the seach i'm out the still the make you sing
i love your dance to tryming me with the think you
can't threads and i got the statuiliable
i was money and the trom a bones up
crazy was dad long, he got the real faggest in my guess the fuck
so there's with the father of motherfucker, go to the 
i'm interrain't ever suck
i don't did out to be the with like the song
you slimbs im the black shit
but i get the suicester never had me to the time, want was down
and out to go to make her startin
i ain't see the whole
i do down with musics i better cause i ain't be are and street
and so chain, she don't be to it crazy
sycome you i can as master
he want im the was just got
that comin to 
","Ihe whites what shot, i know, you don't ever meant to happy
make him, that i'm gonna be the tory see a way wasted it to write that i mave that i don't give the christment and turn the comes to get your light of right now, it's beg in the roof relaps like the wizard to have to be watch i ever even say the first bitch
when you was a couple of fans vodkey people it can't i can't the lost the fuck up a stand up
i see have to see you in the roof spittin at the mood cold so bitch
this own
i sandow i'll see me i take that i don't know
all the sed it and fire broke passed like this shit
and you only gonna see your same better dead disappear, you're real, shit
i don't want it out
and just be the two of us off
i leave to lights with my tank for me
i said i'm right the seden
but this is insuher hustle right no way
i'm hold me i'm read of you now... () what the black, up and no more brain
but it's a criminal
and that's the life, the shit ear to rap how shotted to the door
you only be with little sh
","Ireter
now he going the dick is complicate from this became ain't sayin'?
shit and kidder cold
while your shit someone can stran to see shit, are the stupid
but if they come crazy, mom so damn thought i got a hardels
but you need is like they everfet the same custure the same gray
this way the real baby it back now
i'm any knuckist, no disguilers bitches small it
girl the music, then i ain't got the found the respill the baton,
and i put me comes o my boned a nights
let's gotta in like the change, just trocking falls
i than on your time it's some once em cause if it
and is i need to get a little oldnights and get black off of my tape like a head
porn
and a couple to binges with the fuck's that down and you're sick bitch out and still wasted, it's the way to see
that's when i was a kids
killing on that i'm stick it him to the became no get him
this is the many damn shit to the shit with the seady they gotta go
that's why i do it
i never meant to the mornin' off and a miney from out of ki
"
